MSU	logFC	adj.p.value	RAP	Name	Description	Type	SYMBOL	ENTREZ	RAP.description	RAP.name	RAP.synonym	CGSNL.symbol	CGSNL.name	Oryzabase.name	Oryzabase.synonym	Oryzabase.protein	AM_gene_description	AM_gene_otherinfo	NCBI.Name	GO.term	GO.name
LOC_Os08g41590	1.0399157246268909	0.02712664109760816	Os08g0527700	NA	Similar to POT family protein	protein_coding	NA	NA	Similar to POT family protein.	NA	NA	NA	NA	PTR	peptide transporter	NA	NA	NA	NA	GO:0022857, GO:0055085, GO:0016021, GO:0015333, GO:0035673, GO:1904680, GO:0016020, GO:0005215, GO:0006857	transmembrane transporter activity, transmembrane transport, integral component of membrane, peptide:proton symporter activity, oligopeptide transmembrane transporter activity, peptide transmembrane transporter activity, membrane, transporter activity, oligopeptide transport
LOC_Os06g45680	0.7519253965630065	0.027450075486836287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os04g54390	0.6449676330988886	0.0275232906213857	Os04g0636400	NA	Similar to H0410G08.16 protein	protein_coding	LOC9269929	9269929	Similar to H0410G08.16 protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	endonuclease 1	GO:0006308, GO:0004518, GO:0003676, GO:0010150, GO:0016891, GO:0043765, GO:0080187, GO:0004519, GO:0008309, GO:0090502, GO:0000014, GO:0016787, GO:0046872, GO:0016788, GO:0004521	DNA catabolic process, nuclease activity, nucleic acid binding, leaf senescence, endoribonuclease activity, producing 5'-phosphomonoesters, T/G mismatch-specific endonuclease activity, floral organ senescence, endonuclease activity, double-stranded DNA exodeoxyribonuclease activity, RNA phosphodiester bond hydrolysis, endonucleolytic, single-stranded DNA endodeoxyribonuclease activity, hydrolase activity, metal ion binding, hydrolase activity, acting on ester bonds, endoribonuclease activity
LOC_Os05g08850	1.7165917576341299	0.02753016079286193	Os05g0181200	OsCYP96D2	Similar to Phytochrome P450-like protein	protein_coding	LOC4337986	4337986	Similar to Phytochrome P450-like protein.	NA	NA	CYP96D2	P-450 96D2	OsCYP96D2	Cytochrome P450 96D2	CYTOCHROME P450 96D2	NA	NA	noroxomaritidine synthase	GO:0016705, GO:0004497, GO:0005506, GO:0020037, GO:0016020, GO:0016021, GO:0046872, GO:0016491, GO:0009055, GO:0055114	NA
LOC_Os05g44260	1.6965123240755293	0.02753290394766474	Os05g0518800	OsS40-2	Protein of unknown function DUF584 family protein	protein_coding	LOC4339336	4339336	A member of S40 gene family, Leaf senescence, """"Regulation of crosstalk among abiotic, biotic and developmental senescence""""	OsS40-2	S40 protein 2	S40-2	S40 PROTEIN 2	OsS40-2	S40 protein 2	S40 PROTEIN 2	NA	NA	uncharacterized LOC4339336	GO:0005634, GO:0009646, GO:0009733, GO:0009737, GO:0009753, GO:0010150, GO:0050832	nucleus, response to absence of light, response to auxin, response to abscisic acid, response to jasmonic acid, leaf senescence, defense response to fungus
LOC_Os03g21780	2.9753296983012776	0.027610560506853683	Os03g0336000	NA	Pentatricopeptide repeat domain containing protein	protein_coding	LOC4332759	4332759	Pentatricopeptide repeat domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	pentatricopeptide repeat-containing protein At5g41170, mitochondrial	GO:0005739, GO:0005515, GO:0005488	mitochondrion, protein binding, binding
LOC_Os08g17500	2.565440483080464	0.02802467830928364	Os08g0277200	OsCCR	Similar to Cinnamoyl-CoA reductase (EC 1.2.1.44)	protein_coding	LOC4345156	4345156	Similar to Cinnamoyl-CoA reductase (EC 1.2.1.44).	NA	NA	CCR18	CINNAMOYL-COA REDUCTASE 18	OsCCR, CCR, OsCCR18	Cinnamoyl-CoA reductase, Cinnamoyl-CoA reductase 18	CINNAMOYL-COA REDUCTASE 18	NA	NA	cinnamoyl-CoA reductase 1	GO:0050662, GO:0016616, GO:0016491, GO:0000166, GO:0003824, GO:0044237, GO:0009414, GO:0009642, GO:0009651, GO:0050832	NA
LOC_Os02g07170	2.0801787011947654	0.028097190788648616	Os02g0168200	NA	Similar to Transfactor-like protein	protein_coding	LOC4328426	4328426	Similar to Transfactor-like protein.	NA	NA	NA	NA	NA	OsMPH1 homologue	NA	NA	NA	transcription factor HHO5	GO:0003677, GO:0005634, GO:0006355, GO:0003700, GO:0010468, GO:0005515, GO:0006351	DNA binding, nucleus, regulation of DNA-templated transcription, DNA-binding transcription factor activity, regulation of gene expression, protein binding, DNA-templated transcription
LOC_Os09g09290	1.367269366156841	0.02816067166271325	Os09g0265800	NA	HGWP repeat domain containing protein	protein_coding	NA	NA	HGWP repeat domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0046872, GO:0016702	metal ion binding, oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
LOC_Os08g44310	0.8806174747219483	0.028183276484156472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os01g12680	1.3611367486713295	0.02827487048131463	Os01g0226600	SLAC	Similar to C4-dicarboxylate transporter/malic acid transport protein	protein_coding	LOC4326745	4326745	Similar to C4-dicarboxylate transporter/malic acid transport protein.	NA	NA	NA	NA	SLAC, OsSLAC	SLOW ANION CHANNEL, C4-dicarboxylate malic acid transporter	NA	NA	NA	S-type anion channel SLAH3	GO:0055085, GO:0008308, GO:0034220, GO:0006873, GO:0005886, GO:0016021, GO:0016020, GO:0006811, GO:0015698	transmembrane transport, voltage-gated anion channel activity, ion transmembrane transport, cellular ion homeostasis, plasma membrane, integral component of membrane, membrane, ion transport, inorganic anion transport
LOC_Os07g48830	1.2147203716202997	0.028298878663586758	Os07g0687900	wsi76	WSI76 protein induced by water stress	protein_coding	LOC4344351	4344351	Galactinol synthase, WSI76 protein induced by water stress, Salt stress response	OsGolS2, wsi76, WSI76, OsGolS1	galactinol synthase 2, water stress-induced 76, galactinol synthase 1	WSI76	WATER STRESS INDUCIBLE PROTEIN 76	wsi76, OsLEA24/OsGolS2, OsGolS2/OsLEA24, OsLEA24, OsGolS2, GolS2, LEA24, OsGolS1, GolS1, OsGOLS2, GOLS2	water stress-induced 76, GALACTINOL SYNTHASE 2, galactinol synthase 1	WATER STRESS INDUCIBLE PROTEIN 76	NA	NA	galactinol synthase 2	GO:0006012, GO:0047216, GO:0016740, GO:0016757, GO:0006970, GO:0009408, GO:0009409, GO:0009414, GO:0009644, GO:0009651, GO:0009737, GO:0042542, GO:0048511	galactose metabolic process, inositol 3-alpha-galactosyltransferase activity, transferase activity, glycosyltransferase activity, response to osmotic stress, response to heat, response to cold, response to water deprivation, response to high light intensity, response to salt stress, response to abscisic acid, response to hydrogen peroxide, rhythmic process
LOC_Os06g02580	0.8405353603191643	0.028378711819495646	Os06g0116400	ZN	Nickel/cobalt transporter, high-affinity domain containing protein	protein_coding	LOC4339930	4339930	Thylakoid-bound protein, Photoprotection of developing chloroplast during early leaf development	ZN, OsZN	ZEBRA-NECROSIS	NA	NA	ZN, OsZN	ZEBRA-NECROSIS	NA	NA	NA	uncharacterized LOC4339930	GO:0016021, GO:0016020, GO:0030001, GO:0046872, GO:0055085, GO:0015087, GO:0015099	integral component of membrane, membrane, metal ion transport, metal ion binding, transmembrane transport, cobalt ion transmembrane transporter activity, nickel cation transmembrane transporter activity
LOC_Os06g02580	0.8405353603191643	0.028378711819495646	Os06g0116400	ZN	Nickel/cobalt transporter, high-affinity domain containing protein	protein_coding	LOC4339930	4339930	Nickel/cobalt transporter, high-affinity domain containing protein.	NA	NA	NA	NA	ZN, OsZN	ZEBRA-NECROSIS	NA	NA	NA	uncharacterized LOC4339930	GO:0016021, GO:0016020, GO:0030001, GO:0046872, GO:0055085, GO:0015087, GO:0015099	integral component of membrane, membrane, metal ion transport, metal ion binding, transmembrane transport, cobalt ion transmembrane transporter activity, nickel cation transmembrane transporter activity
LOC_Os04g03860	1.9111357482900453	0.028571642609358846	Os04g0127800	OsMED15_1	Coactivator CBP, KIX domain containing protein	protein_coding	LOC4334990	4334990	Coactivator CBP, KIX domain containing protein.	NA	NA	NA	NA	OsMED15_1, MED15_1, OsKIX_3, KIX_3	KIX domain protein 3, Mediator 15_1	NA	NA	NA	mediator of RNA polymerase II transcription subunit 15a	GO:0003713, GO:0003712, GO:0031490, GO:0005634, GO:0006355, GO:0045893, GO:0006354, GO:0048316	transcription coactivator activity, transcription coregulator activity, chromatin DNA binding, nucleus, regulation of DNA-templated transcription, positive regulation of DNA-templated transcription, DNA-templated transcription elongation, seed development
LOC_Os06g15820	0.8159249225665639	0.028732122919556433	Os06g0269300	NA	Six-bladed beta-propeller, TolB-like domain containing protein	protein_coding	LOC4340723	4340723	Six-bladed beta-propeller, TolB-like domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4340723	GO:0016021, GO:0016020, GO:0005515	integral component of membrane, membrane, protein binding
LOC_Os07g39360	1.417651892179443	0.029045108950975413	Os07g0582500	NA	Similar to Proton myo-inositol cotransporter	protein_coding	LOC4343729	4343729	Similar to Proton myo-inositol cotransporter.	NA	NA	NA	NA	NA	NA	NA	NA	NA	polyol transporter 5	GO:0022857, GO:0055085, GO:0005887, GO:0005351, GO:0016020, GO:0016021, GO:0008643, GO:0034219, GO:0015293, GO:0015144, GO:0005215, GO:0006810, GO:0022891	NA
LOC_Os02g01700	0.6962820570470716	0.029168719423957587	Os02g0106600	NA	Zinc finger, RING/FYVE/PHD-type domain containing protein	protein_coding	LOC4328020	4328020	Zinc finger, RING/FYVE/PHD-type domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	RING-H2 finger protein ATL79	GO:0016021, GO:0016020, GO:0044238, GO:0043170, GO:0005515, GO:0008270	integral component of membrane, membrane, primary metabolic process, macromolecule metabolic process, protein binding, zinc ion binding
LOC_Os01g64410	2.6605145078822763	0.029224893174633268	Os01g0863800	OsOFP5	Protein of unknown function DUF623, plant domain containing protein	protein_coding	LOC4324786	4324786	Protein of unknown function DUF623, plant domain containing protein.	NA	NA	NA	NA	OsOFP5, OsOFP07	OVATE family protein 5, ovate family protein 7, OVATE-domain containing protein 7	NA	NA	NA	transcription repressor OFP13	GO:0045892, GO:0005634	negative regulation of DNA-templated transcription, nucleus
LOC_Os02g15400	2.2082590171549246	0.029520944538643457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os11g15460	3.24825203775948	0.030350179475621363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os08g44870	1.4790408018541603	0.030405683441178097	Os08g0562800	NA	Similar to Transparent testa 12 protein	protein_coding	LOC4346338	4346338	Similar to Transparent testa 12 protein.	NA	NA	MATE34	MULTIDRUG AND TOXIC COMPOUND EXTRUSION 34	OsMATE34	multidrug and toxic compound extrusion 34	MULTIDRUG AND TOXIC COMPOUND EXTRUSION 34	NA	NA	protein DETOXIFICATION 34	GO:0055085, GO:0015238, GO:0016021, GO:0015297, GO:0016020, GO:0042910, GO:1990961, GO:0006855, GO:0022857, GO:0005773, GO:0005886, GO:0009790	NA
LOC_Os08g44870	1.4790408018541603	0.030405683441178097	Os08g0562800	NA	Similar to Transparent testa 12 protein	protein_coding	LOC4346338	4346338	Multidrug and toxic compound extrusion (MATE) protein, MATE transporter, Anthocyanin transportation in black rice caryopsis	OsMATE34	multidrug and toxic compound extrusion 34	NA	NA	OsMATE34	multidrug and toxic compound extrusion 34	MULTIDRUG AND TOXIC COMPOUND EXTRUSION 34	NA	NA	protein DETOXIFICATION 34	GO:0055085, GO:0015238, GO:0016021, GO:0015297, GO:0016020, GO:0042910, GO:1990961, GO:0006855, GO:0022857, GO:0005773, GO:0005886, GO:0009790	NA
LOC_Os08g33690	1.5203414804079296	0.03044563368218438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os05g13360	3.5070071821567597	0.030528846595219778	Os05g0220500	NA	Conserved hypothetical protein	protein_coding	LOC4338127	4338127	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4338127	GO:0009638	phototropism
LOC_Os06g28680	1.966056936877814	0.030674166040529194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os06g39080	0.6658113123102267	0.03068864033410577	Os06g0590800	NA	Hypothetical conserved gene	protein_coding	LOC107276789	107276789	Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	UDP-glycosyltransferase 73B5	GO:0016758, GO:0043231, GO:0008194, GO:0016740, GO:0016757, GO:0080043, GO:0080044, GO:0008152	hexosyltransferase activity, intracellular membrane-bounded organelle, UDP-glycosyltransferase activity, transferase activity, glycosyltransferase activity, quercetin 3-O-glucosyltransferase activity, quercetin 7-O-glucosyltransferase activity, metabolic process
LOC_Os01g27340	2.4964065498987007	0.030729698562891376	Os01g0370900	OsGSTF8	Similar to Glutathione transferase	protein_coding	LOC4325709	4325709	Similar to Glutathione transferase.	NA	NA	GSTF8	PHI GLUTATHIONE S-TRANSFERASE 8	OsGSTF8	NA	PHI GLUTATHIONE S-TRANSFERASE 8	NA	NA	probable glutathione S-transferase GSTF1	GO:0006749, GO:0004364, GO:0043295, GO:0005737	glutathione metabolic process, glutathione transferase activity, glutathione binding, cytoplasm
LOC_Os11g19240	4.595526429050679	0.030889366632933228	Os11g0298000	OsATL8	Similar to amino acid transporter	protein_coding	LOC107276021	107276021	Similar to amino acid transporter.	NA	NA	NA	NA	OsATL8	amino acid transporter-like 8	NA	NA	NA	amino acid transporter AVT1H	GO:0005774, GO:0016021, GO:0003333, GO:0015171, GO:0016020, GO:0005886, GO:0006865	vacuolar membrane, integral component of membrane, amino acid transmembrane transport, amino acid transmembrane transporter activity, membrane, plasma membrane, amino acid transport
LOC_Os01g42780	1.8889926543005575	0.031035906800333798	Os01g0613500	NA	Peptidase C1A, papain family protein	protein_coding	LOC4325325	4325325	Peptidase C1A, papain family protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	ervatamin-C	GO:0051603, GO:0005615, GO:0008234, GO:0004197, GO:0008233, GO:0005764, GO:0006508, GO:0016787	proteolysis involved in protein catabolic process, extracellular space, cysteine-type peptidase activity, cysteine-type endopeptidase activity, peptidase activity, lysosome, proteolysis, hydrolase activity
LOC_Os11g16450	2.2878260513669346	0.03103810409917309	Os11g0265800	NA	Conserved hypothetical protein	protein_coding	LOC4350248	4350248	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable 2-oxoglutarate-dependent dioxygenase AOP1	GO:0016491, GO:0051213	oxidoreductase activity, dioxygenase activity
LOC_Os04g58100	0.5860307843950179	0.031128243382963723	Os04g0677400	OsSTA136	Protein of unknown function DUF639 family protein	protein_coding	LOC4337405	4337405	Protein of unknown function DUF639 family protein.	NA	NA	NA	NA	OsSTA136	NA	NA	NA	NA	uncharacterized LOC4337405	GO:0016021, GO:0016020	integral component of membrane, membrane
LOC_Os04g46970	1.118506466996222	0.031219068209866058	Os04g0556400	NA	Similar to UDP-glycosyltransferase UGT93B9	protein_coding	NA	NA	Similar to UDP-glycosyltransferase UGT93B9.	NA	NA	UGT93B	UDP-GLUCOSE-DEPENDENT GLYCOSYLTRANSFERASE 93B	OsUGT93B	UDP-glucose-dependent glycosyltransferase 93B	UDP-GLUCOSE-DEPENDENT GLYCOSYLTRANSFERASE 93B	NA	NA	NA	GO:0016758, GO:0043231, GO:0008194, GO:0008152	hexosyltransferase activity, intracellular membrane-bounded organelle, UDP-glycosyltransferase activity, metabolic process
LOC_Os02g34970	0.6519114780434533	0.03128802708335479	Os02g0555300	ONAC028	No apical meristem (NAM) protein domain containing protein	protein_coding	LOC4329655	4329655	No apical meristem (NAM) protein domain containing protein.	NA	NA	NAC28	NAC DOMAIN-CONTAINING PROTEIN 28	ONAC028, ONAC28	NAC domain-containing protein 028, NAC domain-containing protein 28	NAC DOMAIN-CONTAINING PROTEIN 28	NA	NA	NAC domain-containing protein 104	GO:0006355, GO:0003677, GO:0005634, GO:0009651, GO:0010089, GO:0043067, GO:0048367	regulation of DNA-templated transcription, DNA binding, nucleus, response to salt stress, xylem development, regulation of programmed cell death, shoot system development
LOC_Os09g15980	0.8650359471770186	0.0314035930106098	Os09g0328800	NA	Hypothetical conserved gene	protein_coding	LOC107277727	107277727	Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC107277727	GO:0016021, GO:0016020	integral component of membrane, membrane
LOC_Os05g39160	1.671892729843844	0.03158322060359878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os05g32150	2.669602863745805	0.03167432845990569	Os05g0387300	NA	Hypothetical protein	protein_coding	LOC4338661	4338661	Hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	protein AUXIN-REGULATED GENE INVOLVED IN ORGAN SIZE-like	GO:0016021, GO:0016020	integral component of membrane, membrane
LOC_Os01g25990	0.5935729991747396	0.03180200678280972	Os01g0361500	NA	Phospholipid/glycerol acyltransferase domain containing protein	protein_coding	LOC4326030	4326030	Phospholipid/glycerol acyltransferase domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	acyltransferase-like protein At1g54570, chloroplastic	GO:0016747, GO:0008374, GO:0016746, GO:0016740, GO:0004144, GO:0044249, GO:1901576, GO:0008152	acyltransferase activity, transferring groups other than amino-acyl groups, O-acyltransferase activity, acyltransferase activity, transferase activity, diacylglycerol O-acyltransferase activity, cellular biosynthetic process, organic substance biosynthetic process, metabolic process
LOC_Os07g06840	0.8382225561283323	0.03202610465775196	Os07g0162500	NA	Alpha/beta hydrolase fold-3 domain containing protein	protein_coding	LOC4342461	4342461	Alpha/beta hydrolase fold-3 domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable carboxylesterase 15	GO:0016787	hydrolase activity
LOC_Os05g35930	0.6347833625979256	0.03233890128181331	Os05g0434800	NA	Protein of unknown function DUF1218 domain containing protein	protein_coding	LOC9269376	9269376	Protein of unknown function DUF1218 domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC9269376	GO:0016021, GO:0016020	integral component of membrane, membrane
LOC_Os02g50990	0.8575505529370226	0.03246261906010782	Os02g0743700	NA	Similar to RING-H2 finger protein ATL1Q	protein_coding	LOC4330702	4330702	Similar to RING-H2 finger protein ATL1Q.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEP1-interacting protein-like 2	GO:0016021, GO:0016020, GO:0044238, GO:0043170, GO:0005515, GO:0008270	integral component of membrane, membrane, primary metabolic process, macromolecule metabolic process, protein binding, zinc ion binding
LOC_Os12g14220	1.2933907752515208	0.03273083060125597	Os12g0245700	NA	Hypothetical conserved gene	protein_coding	LOC9270531	9270531	Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC9270531	NA	NA
LOC_Os11g47940	2.8045006433761452	0.032939929507547025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os12g35010	3.045439178459157	0.033149546860334195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os04g03660	1.936348577074771	0.03326715611907552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os10g27110	1.0713718347604384	0.033311232969491955	Os10g0411100	NA	Protein of unknown function DUF620 domain containing protein	protein_coding	LOC4348604	4348604	Protein of unknown function DUF620 domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4348604	NA	NA
